No_Faktur,Bulan_Pembelian,Nama_Mobil,Wilayah,Gender_Pembeli,Pekerjaan_Pembeli,Umur_Pembeli,Pendapatan_Bulanan_Juta
INV/2026/04070,Agustus,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Karyawan Swasta,43,29.8
INV/2026/04071,September,Honda Brio,Jawa Tengah (Semarang),Pria,Rumah Tangga,47,25.0
INV/2026/04072,Juni,Toyota Avanza,Jawa Barat (Bandung),Pria,BUMN,64,11.6
INV/2026/04073,Januari,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Rumah Tangga,60,16.0
INV/2026/04074,Agustus,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Rumah Tangga,48,30.1
INV/2026/04075,Oktober,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,Pengusaha,50,5.5
INV/2026/04076,Maret,Toyota Avanza,Sumatera Utara (Medan),Pria,Karyawan Swasta,59,29.0
INV/2026/04077,Juni,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,PNS,41,24.8
INV/2026/04078,Maret,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,BUMN,48,22.1
INV/2026/04079,Mei,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Karyawan Swasta,62,19.1
INV/2026/04080,Februari,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,BUMN,41,33.8
INV/2026/04081,Oktober,Toyota Rush,Sulawesi Selatan (Makassar),Pria,BUMN,40,34.9
INV/2026/04082,November,Toyota Rush,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),41,13.1
INV/2026/04083,Desember,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Rumah Tangga,56,22.9
INV/2026/04084,Februari,Daihatsu Sigra,DKI Jakarta,Wanita,Karyawan Swasta,23,33.0
INV/2026/04085,April,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,Rumah Tangga,51,11.7
INV/2026/04086,Desember,Honda Brio,Jawa Tengah (Semarang),Wanita,PNS,55,19.9
INV/2026/04087,September,Toyota Rush,Sumatera Utara (Medan),Wanita,BUMN,43,26.0
INV/2026/04088,Januari,Honda HR-V,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,24,4.0
INV/2026/04089,Januari,Honda HR-V,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),27,24.6
INV/2026/04090,Januari,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,Karyawan Swasta,36,9.3
INV/2026/04091,April,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,48,19.5
INV/2026/04092,Januari,Toyota Avanza,Jawa Barat (Bandung),Wanita,BUMN,31,27.2
INV/2026/04093,Agustus,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),30,4.0
INV/2026/04094,Juni,Toyota Avanza,DKI Jakarta,Pria,Pengusaha,54,24.3
INV/2026/04095,Juli,Toyota Rush,Jawa Barat (Bandung),Pria,BUMN,53,34.3
INV/2026/04096,Maret,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,PNS,27,13.7
INV/2026/04097,Maret,Honda HR-V,DKI Jakarta,Pria,PNS,62,22.6
INV/2026/04098,Januari,Toyota Rush,Jawa Barat (Bandung),Pria,BUMN,57,28.7
INV/2026/04099,September,Honda Brio,DKI Jakarta,Wanita,BUMN,23,5.3
INV/2026/04100,Desember,Honda Brio,Jawa Timur (Surabaya),Pria,Karyawan Swasta,50,24.1
INV/2026/04101,Desember,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,25,26.2
INV/2026/04102,November,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,BUMN,22,23.1
INV/2026/04103,Juli,Honda HR-V,Jawa Barat (Bandung),Pria,PNS,40,18.7
INV/2026/04104,April,Toyota Avanza,DKI Jakarta,Wanita,BUMN,47,10.0
INV/2026/04105,Juni,Toyota Avanza,DKI Jakarta,Wanita,Rumah Tangga,46,29.1
INV/2026/04106,April,Honda HR-V,Jawa Timur (Surabaya),Pria,Professional (Dokter/Pengacara),31,18.3
INV/2026/04107,Juli,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,Rumah Tangga,36,10.8
INV/2026/04108,Desember,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),43,15.5
INV/2026/04109,Juni,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,Pengusaha,42,20.9
INV/2026/04110,Mei,Honda Brio,Sumatera Utara (Medan),Pria,Rumah Tangga,43,5.5
INV/2026/04111,Februari,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Rumah Tangga,57,18.1
INV/2026/04112,Oktober,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Karyawan Swasta,55,14.7
INV/2026/04113,Juni,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),51,28.7
INV/2026/04114,Februari,Toyota Rush,Jawa Barat (Bandung),Pria,BUMN,46,4.0
INV/2026/04115,September,Toyota Rush,Jawa Barat (Bandung),Pria,BUMN,49,25.5
INV/2026/04116,November,Honda Brio,Jawa Barat (Bandung),Wanita,Karyawan Swasta,22,29.3
INV/2026/04117,Januari,Toyota Avanza,DKI Jakarta,Pria,Rumah Tangga,25,4.0
INV/2026/04118,Maret,Toyota Avanza,Jawa Tengah (Semarang),Pria,Karyawan Swasta,28,4.3
INV/2026/04119,April,Honda HR-V,Jawa Barat (Bandung),Pria,PNS,30,32.3
INV/2026/04120,September,Toyota Avanza,DKI Jakarta,Wanita,Pengusaha,57,10.8
INV/2026/04121,Januari,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),40,42.8
INV/2026/04122,Juli,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,BUMN,22,4.0
INV/2026/04123,Februari,Mitsubishi Xpander,Jawa Barat (Bandung),Wanita,Rumah Tangga,31,19.4
INV/2026/04124,Agustus,Toyota Rush,Sumatera Utara (Medan),Pria,BUMN,57,17.8
INV/2026/04125,Mei,Toyota Avanza,Jawa Tengah (Semarang),Pria,Pengusaha,30,16.3
INV/2026/04126,Mei,Honda Brio,DKI Jakarta,Pria,Karyawan Swasta,63,21.7
INV/2026/04127,Juni,Daihatsu Sigra,Jawa Tengah (Semarang),Pria,BUMN,53,22.2
INV/2026/04128,Februari,Toyota Avanza,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),53,16.7
INV/2026/04129,September,Toyota Avanza,Jawa Timur (Surabaya),Wanita,BUMN,27,9.9
INV/2026/04130,Agustus,Mitsubishi Xpander,DKI Jakarta,Wanita,Pengusaha,59,26.4
INV/2026/04131,Januari,Honda HR-V,Jawa Tengah (Semarang),Pria,BUMN,38,23.0
INV/2026/04132,Juni,Honda Brio,DKI Jakarta,Wanita,BUMN,31,18.9
INV/2026/04133,April,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),48,22.8
INV/2026/04134,Mei,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Pengusaha,56,24.2
INV/2026/04135,Oktober,Toyota Innova Zenix,DKI Jakarta,Wanita,BUMN,42,11.9
INV/2026/04136,Mei,Honda Brio,Sumatera Utara (Medan),Pria,PNS,46,22.5
INV/2026/04137,Desember,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,PNS,49,13.6
INV/2026/04138,Oktober,Honda HR-V,Jawa Barat (Bandung),Wanita,PNS,36,24.4
INV/2026/04139,April,Honda HR-V,DKI Jakarta,Wanita,Karyawan Swasta,25,16.5
INV/2026/04140,Agustus,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Rumah Tangga,50,22.9
INV/2026/04141,Juni,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Karyawan Swasta,30,14.5
INV/2026/04142,Oktober,Toyota Rush,Jawa Barat (Bandung),Wanita,BUMN,48,23.3
INV/2026/04143,Agustus,Toyota Avanza,DKI Jakarta,Wanita,Pengusaha,47,10.2
INV/2026/04144,April,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Pengusaha,40,18.3
INV/2026/04145,Desember,Mitsubishi Xpander,DKI Jakarta,Pria,Rumah Tangga,49,25.8
INV/2026/04146,September,Toyota Avanza,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),38,21.7
INV/2026/04147,April,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,Pengusaha,64,19.5
INV/2026/04148,Maret,Honda HR-V,Sumatera Utara (Medan),Pria,Karyawan Swasta,62,32.4
INV/2026/04149,Januari,Honda Brio,Jawa Barat (Bandung),Wanita,Karyawan Swasta,63,26.2
INV/2026/04150,Juli,Toyota Rush,Jawa Barat (Bandung),Pria,Pengusaha,41,24.8
INV/2026/04151,Januari,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,BUMN,61,23.3
INV/2026/04152,April,Honda Brio,Jawa Tengah (Semarang),Pria,Pengusaha,60,24.3
INV/2026/04153,September,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,BUMN,44,31.3
INV/2026/04154,Juni,Toyota Avanza,Jawa Tengah (Semarang),Wanita,PNS,53,14.7
INV/2026/04155,November,Honda Brio,Sulawesi Selatan (Makassar),Wanita,BUMN,54,26.1
INV/2026/04156,Desember,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Pengusaha,26,20.9
INV/2026/04157,Januari,Honda Brio,Jawa Timur (Surabaya),Wanita,Rumah Tangga,64,14.9
INV/2026/04158,Juni,Toyota Avanza,Sumatera Utara (Medan),Pria,Pengusaha,55,17.2
INV/2026/04159,Januari,Honda Brio,Sumatera Utara (Medan),Wanita,Pengusaha,61,19.8
INV/2026/04160,November,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,Rumah Tangga,32,11.1
INV/2026/04161,Juli,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,Pengusaha,24,24.9
INV/2026/04162,Desember,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Karyawan Swasta,54,17.2
INV/2026/04163,Desember,Honda Brio,Jawa Tengah (Semarang),Pria,PNS,32,18.7
INV/2026/04164,Mei,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,Karyawan Swasta,37,28.9
INV/2026/04165,Februari,Honda Brio,DKI Jakarta,Pria,PNS,39,19.0
INV/2026/04166,April,Toyota Innova Zenix,Jawa Timur (Surabaya),Wanita,PNS,51,30.4
INV/2026/04167,September,Mitsubishi Xpander,DKI Jakarta,Pria,Professional (Dokter/Pengacara),31,13.8
INV/2026/04168,April,Honda Brio,Jawa Barat (Bandung),Wanita,PNS,39,9.2
INV/2026/04169,Juli,Honda HR-V,DKI Jakarta,Wanita,Rumah Tangga,59,15.7
INV/2026/04170,Agustus,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Pengusaha,40,4.0
INV/2026/04171,Januari,Honda HR-V,DKI Jakarta,Wanita,Rumah Tangga,57,25.2
INV/2026/04172,Maret,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,Pengusaha,34,9.7
INV/2026/04173,Desember,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Rumah Tangga,24,13.1
INV/2026/04174,Mei,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,BUMN,31,23.7
INV/2026/04175,Februari,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Rumah Tangga,59,19.0
INV/2026/04176,Januari,Mitsubishi Xpander,DKI Jakarta,Wanita,Karyawan Swasta,22,14.5
INV/2026/04177,April,Toyota Avanza,Sumatera Utara (Medan),Pria,Karyawan Swasta,48,4.0
INV/2026/04178,September,Honda HR-V,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),29,28.4
INV/2026/04179,Juli,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,PNS,63,23.8
INV/2026/04180,Desember,Toyota Avanza,Sumatera Utara (Medan),Wanita,BUMN,38,34.4
INV/2026/04181,Juni,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,BUMN,30,13.2
INV/2026/04182,Agustus,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Rumah Tangga,27,6.4
INV/2026/04183,Desember,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Pengusaha,64,26.0
INV/2026/04184,Februari,Toyota Rush,Sulawesi Selatan (Makassar),Wanita,Rumah Tangga,46,16.5
INV/2026/04185,Oktober,Honda Brio,Sulawesi Selatan (Makassar),Wanita,Karyawan Swasta,60,23.0
INV/2026/04186,Februari,Honda Brio,Jawa Timur (Surabaya),Pria,Rumah Tangga,49,31.0
INV/2026/04187,September,Honda Brio,Jawa Tengah (Semarang),Pria,Pengusaha,54,21.1
INV/2026/04188,Maret,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Rumah Tangga,58,19.3
INV/2026/04189,November,Toyota Rush,Sumatera Utara (Medan),Pria,Rumah Tangga,30,19.8
INV/2026/04190,Juli,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Rumah Tangga,39,4.9
INV/2026/04191,Februari,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,42,26.9
INV/2026/04192,Oktober,Toyota Innova Zenix,DKI Jakarta,Wanita,Pengusaha,23,27.4
INV/2026/04193,Oktober,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,64,22.2
INV/2026/04194,Januari,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Rumah Tangga,59,5.9
INV/2026/04195,Juli,Toyota Rush,Jawa Barat (Bandung),Pria,Pengusaha,61,17.0
INV/2026/04196,November,Toyota Rush,Jawa Tengah (Semarang),Pria,Karyawan Swasta,57,29.5
INV/2026/04197,Maret,Honda HR-V,Jawa Barat (Bandung),Pria,PNS,64,13.5
INV/2026/04198,April,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Rumah Tangga,58,27.5
INV/2026/04199,Mei,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,Rumah Tangga,36,18.4
INV/2026/04200,Mei,Daihatsu Sigra,DKI Jakarta,Pria,Pengusaha,49,23.7
INV/2026/04201,Juni,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Pengusaha,39,14.7
INV/2026/04202,Juli,Toyota Rush,Sumatera Utara (Medan),Wanita,Pengusaha,55,18.7
INV/2026/04203,Desember,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Pengusaha,43,21.5
INV/2026/04204,Desember,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Rumah Tangga,32,9.3
INV/2026/04205,Juni,Honda Brio,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),34,20.2
INV/2026/04206,Juni,Toyota Rush,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),25,4.0
INV/2026/04207,Agustus,Daihatsu Sigra,DKI Jakarta,Wanita,PNS,43,13.2
INV/2026/04208,Mei,Honda Brio,Jawa Tengah (Semarang),Pria,Pengusaha,28,22.4
INV/2026/04209,April,Toyota Rush,Sumatera Utara (Medan),Pria,Rumah Tangga,64,27.0
INV/2026/04210,Februari,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Karyawan Swasta,45,21.8
INV/2026/04211,April,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Pengusaha,25,6.9
INV/2026/04212,Maret,Honda Brio,Jawa Tengah (Semarang),Pria,PNS,49,26.3
INV/2026/04213,Oktober,Toyota Rush,Jawa Tengah (Semarang),Pria,Rumah Tangga,36,8.9
INV/2026/04214,Februari,Honda Brio,Sumatera Utara (Medan),Pria,Pengusaha,22,22.9
INV/2026/04215,Maret,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,Karyawan Swasta,24,9.2
INV/2026/04216,Februari,Toyota Avanza,Jawa Barat (Bandung),Pria,Pengusaha,35,11.8
INV/2026/04217,Maret,Honda HR-V,DKI Jakarta,Pria,BUMN,59,10.3
INV/2026/04218,Agustus,Honda Brio,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,22,19.1
INV/2026/04219,Agustus,Honda HR-V,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),59,16.4
INV/2026/04220,Juni,Toyota Rush,Sumatera Utara (Medan),Wanita,PNS,59,22.1
INV/2026/04221,Juli,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Karyawan Swasta,42,17.9
INV/2026/04222,Februari,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Professional (Dokter/Pengacara),50,5.9
INV/2026/04223,September,Toyota Innova Zenix,DKI Jakarta,Pria,PNS,26,20.2
INV/2026/04224,Juni,Honda Brio,DKI Jakarta,Pria,Professional (Dokter/Pengacara),31,4.0
INV/2026/04225,April,Daihatsu Sigra,DKI Jakarta,Pria,Pengusaha,49,10.9
INV/2026/04226,Agustus,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Karyawan Swasta,42,15.1
INV/2026/04227,Mei,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,28,14.5
INV/2026/04228,Agustus,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,24,4.8
INV/2026/04229,Mei,Daihatsu Sigra,DKI Jakarta,Pria,PNS,41,29.0
INV/2026/04230,Februari,Toyota Avanza,Jawa Barat (Bandung),Pria,Rumah Tangga,40,31.2
INV/2026/04231,Februari,Honda Brio,Jawa Timur (Surabaya),Wanita,BUMN,56,36.0
INV/2026/04232,Maret,Toyota Avanza,Jawa Barat (Bandung),Wanita,Pengusaha,25,27.2
INV/2026/04233,November,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),26,14.8
INV/2026/04234,Mei,Honda Brio,DKI Jakarta,Pria,Professional (Dokter/Pengacara),22,14.7
INV/2026/04235,Desember,Honda HR-V,DKI Jakarta,Pria,Professional (Dokter/Pengacara),25,14.3
INV/2026/04236,Desember,Toyota Rush,Jawa Barat (Bandung),Pria,PNS,33,33.9
INV/2026/04237,Oktober,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),48,17.1
INV/2026/04238,Januari,Toyota Avanza,DKI Jakarta,Wanita,BUMN,63,28.2
INV/2026/04239,April,Honda Brio,Jawa Timur (Surabaya),Pria,Karyawan Swasta,44,27.5
INV/2026/04240,Juni,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,BUMN,46,19.5
INV/2026/04241,Maret,Honda Brio,Sulawesi Selatan (Makassar),Pria,BUMN,42,6.4
INV/2026/04242,Februari,Honda Brio,Jawa Barat (Bandung),Pria,Pengusaha,45,17.2
INV/2026/04243,Desember,Toyota Rush,Jawa Tengah (Semarang),Wanita,Pengusaha,46,19.2
INV/2026/04244,April,Toyota Rush,DKI Jakarta,Pria,Karyawan Swasta,53,28.2
INV/2026/04245,Juni,Honda HR-V,Jawa Barat (Bandung),Pria,Rumah Tangga,53,18.2
INV/2026/04246,Juli,Toyota Rush,Jawa Timur (Surabaya),Pria,Karyawan Swasta,26,8.3
INV/2026/04247,September,Toyota Avanza,DKI Jakarta,Wanita,Rumah Tangga,57,25.9
INV/2026/04248,Januari,Honda Brio,Sulawesi Selatan (Makassar),Pria,Pengusaha,63,16.2
INV/2026/04249,November,Honda Brio,Sulawesi Selatan (Makassar),Pria,BUMN,63,4.0
INV/2026/04250,Mei,Mitsubishi Xpander,DKI Jakarta,Pria,Karyawan Swasta,60,20.6
INV/2026/04251,Mei,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),37,22.0
INV/2026/04252,Maret,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Rumah Tangga,54,11.3
INV/2026/04253,Januari,Toyota Rush,DKI Jakarta,Wanita,Rumah Tangga,42,16.5
INV/2026/04254,Juli,Toyota Avanza,DKI Jakarta,Pria,Rumah Tangga,30,23.3
INV/2026/04255,Agustus,Honda HR-V,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,27,20.7
INV/2026/04256,September,Honda HR-V,DKI Jakarta,Pria,Professional (Dokter/Pengacara),56,5.5
INV/2026/04257,Desember,Honda Brio,Jawa Timur (Surabaya),Pria,PNS,60,28.0
INV/2026/04258,September,Mitsubishi Xpander,DKI Jakarta,Pria,Professional (Dokter/Pengacara),43,31.7
INV/2026/04259,April,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,BUMN,62,13.9
INV/2026/04260,Februari,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,Karyawan Swasta,26,4.0
INV/2026/04261,Agustus,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,Pengusaha,63,24.2
INV/2026/04262,Februari,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,BUMN,44,12.6
INV/2026/04263,Maret,Honda HR-V,Jawa Barat (Bandung),Pria,Rumah Tangga,38,22.3
INV/2026/04264,Februari,Toyota Avanza,Jawa Timur (Surabaya),Pria,BUMN,33,35.6
INV/2026/04265,Januari,Toyota Avanza,Sumatera Utara (Medan),Wanita,Pengusaha,44,5.6
INV/2026/04266,Januari,Honda Brio,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,37,11.6
INV/2026/04267,April,Honda HR-V,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,24,16.4
INV/2026/04268,Maret,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,PNS,51,28.3
INV/2026/04269,April,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,Pengusaha,43,46.4
INV/2026/04270,Juli,Honda HR-V,Jawa Tengah (Semarang),Wanita,Rumah Tangga,30,20.0
INV/2026/04271,Juni,Honda Brio,DKI Jakarta,Wanita,BUMN,50,4.9
INV/2026/04272,November,Toyota Rush,Jawa Timur (Surabaya),Wanita,PNS,58,15.2
INV/2026/04273,November,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Karyawan Swasta,44,11.8
INV/2026/04274,November,Honda HR-V,Jawa Tengah (Semarang),Wanita,BUMN,34,23.8
INV/2026/04275,Februari,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),53,21.0
INV/2026/04276,Oktober,Toyota Avanza,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),44,9.7
INV/2026/04277,Oktober,Honda Brio,Sulawesi Selatan (Makassar),Pria,Pengusaha,38,11.3
INV/2026/04278,Mei,Honda Brio,Jawa Barat (Bandung),Pria,Pengusaha,61,15.1
INV/2026/04279,Februari,Toyota Rush,DKI Jakarta,Pria,BUMN,42,16.1
INV/2026/04280,Januari,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,23,17.7
INV/2026/04281,Februari,Toyota Rush,Sumatera Utara (Medan),Wanita,Pengusaha,58,18.4
INV/2026/04282,April,Honda HR-V,Sumatera Utara (Medan),Wanita,Karyawan Swasta,27,27.9
INV/2026/04283,November,Honda Brio,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),39,14.8
INV/2026/04284,Agustus,Mitsubishi Xpander,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),51,13.7
INV/2026/04285,Maret,Toyota Rush,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,43,7.3
INV/2026/04286,Februari,Toyota Rush,Jawa Barat (Bandung),Wanita,BUMN,54,16.2
INV/2026/04287,Juni,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Karyawan Swasta,51,20.0
INV/2026/04288,Februari,Honda HR-V,Jawa Tengah (Semarang),Wanita,PNS,38,4.2
INV/2026/04289,Januari,Honda Brio,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),64,15.3
INV/2026/04290,Agustus,Honda HR-V,DKI Jakarta,Wanita,BUMN,53,27.3
INV/2026/04291,Januari,Honda HR-V,Jawa Tengah (Semarang),Wanita,PNS,63,23.2
INV/2026/04292,Maret,Toyota Avanza,DKI Jakarta,Pria,Professional (Dokter/Pengacara),35,21.0
INV/2026/04293,Oktober,Toyota Rush,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),31,23.0
INV/2026/04294,Juli,Honda HR-V,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),57,13.4
INV/2026/04295,Desember,Toyota Avanza,Jawa Barat (Bandung),Wanita,Karyawan Swasta,55,12.3
INV/2026/04296,Juli,Honda Brio,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),30,28.2
INV/2026/04297,Agustus,Honda HR-V,Jawa Tengah (Semarang),Wanita,Pengusaha,63,24.6
INV/2026/04298,Januari,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Rumah Tangga,49,12.0
INV/2026/04299,Juli,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),32,4.0
INV/2026/04300,November,Toyota Avanza,Jawa Barat (Bandung),Wanita,Pengusaha,35,12.2
INV/2026/04301,Juli,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,60,22.3
INV/2026/04302,Maret,Honda Brio,Sulawesi Selatan (Makassar),Pria,BUMN,40,12.7
INV/2026/04303,Juni,Toyota Rush,Jawa Tengah (Semarang),Pria,BUMN,36,20.6
INV/2026/04304,April,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),49,29.4
INV/2026/04305,Maret,Honda HR-V,Jawa Tengah (Semarang),Wanita,PNS,45,17.3
INV/2026/04306,Mei,Daihatsu Sigra,Sulawesi Selatan (Makassar),Wanita,PNS,29,19.9
INV/2026/04307,Mei,Daihatsu Sigra,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,64,23.5
INV/2026/04308,Agustus,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,PNS,30,9.3
INV/2026/04309,Maret,Toyota Rush,Jawa Barat (Bandung),Wanita,BUMN,54,11.8
INV/2026/04310,Januari,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,PNS,54,23.8
INV/2026/04311,Oktober,Toyota Rush,Jawa Timur (Surabaya),Wanita,PNS,40,18.3
INV/2026/04312,Oktober,Honda HR-V,Jawa Timur (Surabaya),Pria,PNS,24,19.0
INV/2026/04313,Oktober,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,Rumah Tangga,31,18.3
INV/2026/04314,April,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Karyawan Swasta,61,25.8
INV/2026/04315,November,Toyota Innova Zenix,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),63,21.5
INV/2026/04316,Mei,Honda HR-V,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),22,21.6
INV/2026/04317,Agustus,Toyota Avanza,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),50,27.8
INV/2026/04318,Juli,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Pengusaha,55,30.9
INV/2026/04319,September,Honda HR-V,Jawa Barat (Bandung),Pria,Rumah Tangga,34,35.9
INV/2026/04320,Agustus,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,PNS,22,13.4
INV/2026/04321,Januari,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,BUMN,55,37.8
INV/2026/04322,Februari,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Pengusaha,50,9.2
INV/2026/04323,Mei,Honda Brio,DKI Jakarta,Wanita,Rumah Tangga,34,33.5
INV/2026/04324,Juli,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Pengusaha,50,12.9
INV/2026/04325,Maret,Honda Brio,Sulawesi Selatan (Makassar),Wanita,BUMN,60,17.4
INV/2026/04326,Juli,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),45,18.1
